20230309 050200;12338.75;12338.75;12338.75;12338.75;1
20230309 050700;12339.5;12339.5;12339.5;12339.5;1
20230309 050900;12340.5;12341;12340.25;12340.25;4
20230309 051000;12340.25;12342.5;12340.25;12341.5;10
20230309 051100;12342.75;12344.25;12342.75;12344.25;6
20230309 051200;12342.5;12342.5;12342.5;12342.5;1
20230309 051300;12343;12343;12343;12343;2
20230309 051500;12345.5;12347.75;12345.5;12347.75;5
20230309 051600;12349.5;12349.5;12348;12348;5
20230309 051700;12348;12348;12347.25;12347.25;3
20230309 051800;12345.75;12347.75;12345.75;12347.75;5
20230309 051900;12347.5;12347.5;12347.5;12347.5;1
20230309 052000;12347.25;12347.25;12344.5;12344.5;3
20230309 052100;12345.25;12346.5;12345.25;12346.5;2
20230309 052200;12346.75;12346.75;12346.75;12346.75;1
20230309 052300;12346;12347;12346;12347;2
20230309 052400;12346.25;12346.25;12346.25;12346.25;1
20230309 052500;12346.25;12346.5;12346.25;12346.5;2
20230309 052600;12347.25;12347.25;12346.25;12346.25;3
20230309 052900;12347.25;12348.5;12347.25;12348.5;2
20230309 053000;12348;12349.75;12348;12349.25;5
20230309 053100;12350;12350;12348.75;12349.5;5
20230309 053200;12350.25;12352.5;12350;12352;4
20230309 053300;12350.5;12350.5;12350.5;12350.5;1
20230309 053400;12351.5;12351.5;12351.5;12351.5;1
20230309 053600;12351.75;12352;12351.75;12352;2
20230309 053700;12353.25;12353.25;12352.25;12352.25;2
20230309 053800;12353.75;12353.75;12352;12352;3
20230309 053900;12353.25;12353.25;12352.75;12353;4
20230309 054000;12353;12353;12350.5;12350.5;3
20230309 054100;12350.5;12350.5;12350.5;12350.5;1
20230309 054300;12350.5;12350.5;12350.5;12350.5;1
20230309 054400;12351.5;12351.5;12351.5;12351.5;1
20230309 054500;12350.5;12350.5;12350.5;12350.5;1
20230309 054600;12350;12350;12350;12350;2
20230309 054700;12348.5;12348.5;12348.5;12348.5;1
20230309 054800;12347.25;12348.25;12347.25;12348.25;2
20230309 054900;12347;12347;12347;12347;1
20230309 055000;12346.25;12346.25;12344.5;12344.5;4
20230309 055100;12344.5;12344.5;12344.5;12344.5;1
20230309 055200;12347;12348.5;12346.5;12346.5;7
20230309 055600;12349.75;12349.75;12349.75;12349.75;2
20230309 060100;12350;12350;12350;12350;2
20230309 060600;12344.75;12344.75;12344.75;12344.75;1
20230309 060800;12346;12346;12346;12346;1
20230309 061000;12346.5;12346.5;12346.25;12346.25;11
20230309 061100;12349.5;12349.5;12349.5;12349.5;1
20230309 061200;12349.75;12350;12348.5;12348.5;3
20230309 061300;12348.75;12348.75;12348.75;12348.75;1
20230309 061400;12348.75;12350;12348.75;12350;6
20230309 061500;12351.5;12351.5;12350.25;12350.25;2
20230309 061800;12351;12354.75;12351;12354.75;9
20230309 062100;12352;12352;12352;12352;1
20230309 062300;12352.5;12353.25;12350;12350.75;17
20230309 062400;12351.5;12353.25;12351.5;12353;8
20230309 062500;12354;12354;12352;12352;5
20230309 062800;12351.75;12351.75;12351.75;12351.75;1
20230309 063200;12350.25;12350.5;12350.25;12350.5;2
20230309 063300;12347.75;12347.75;12347.75;12347.75;1
20230309 063400;12348.75;12348.75;12348.75;12348.75;3
20230309 063600;12347.75;12347.75;12347.75;12347.75;1
20230309 063700;12348.25;12348.5;12348.25;12348.5;2
20230309 064000;12349.75;12349.75;12349.75;12349.75;1
20230309 064100;12352;12352;12352;12352;1
20230309 064200;12349.75;12350.5;12349.25;12350.25;5
20230309 064600;12349.25;12351;12349.25;12351;2
20230309 064700;12349.25;12349.25;12349.25;12349.25;1
20230309 065000;12350.5;12350.5;12350.5;12350.5;1
20230309 065200;12350.5;12350.5;12350.5;12350.5;1
20230309 065300;12349.25;12349.25;12349;12349;2
20230309 065400;12348.25;12351.5;12347.5;12348.5;13
20230309 065700;12348.25;12348.5;12348.25;12348.5;2
20230309 065900;12347;12347;12347;12347;1
20230309 070000;12348;12348;12348;12348;2
20230309 070100;12347;12347;12338;12338.5;15
20230309 070200;12338.75;12338.75;12336.25;12336.25;2
20230309 070300;12332.25;12335.75;12332.25;12334.5;14
20230309 070400;12334.25;12334.5;12334.25;12334.25;4
20230309 070500;12335.25;12335.25;12335;12335;2
20230309 070600;12334;12334;12334;12334;1
20230309 070700;12335.25;12335.25;12333;12334.5;3
20230309 070800;12335.75;12337;12334.75;12334.75;6
20230309 070900;12335.75;12337;12335.75;12337;3
20230309 071000;12336.5;12338.25;12335.25;12335.25;8
20230309 071100;12333.75;12336;12333;12335.25;8
20230309 071200;12335.5;12335.5;12335.5;12335.5;1
20230309 071400;12333.5;12333.5;12333.25;12333.25;2
20230309 071600;12332;12332;12330;12330;14
20230309 071700;12329.25;12329.25;12327.75;12328;3
20230309 071800;12331;12331;12330.75;12330.75;2
20230309 071900;12329.5;12329.5;12327.25;12327.25;4
20230309 072000;12327.75;12330;12327.25;12327.25;3
20230309 072200;12330.75;12331;12330.5;12330.5;4
20230309 072300;12329.75;12332.5;12329.75;12332.5;3
20230309 072400;12332.25;12332.25;12332.25;12332.25;1
20230309 072500;12332;12333.75;12332;12333.75;4
20230309 072600;12332.25;12335.25;12332.25;12335.25;4
20230309 072700;12336.5;12337;12336.5;12337;3
20230309 072800;12336.25;12336.25;12336.25;12336.25;1
20230309 072900;12336;12336;12336;12336;2
20230309 073300;12333.25;12333.25;12332.5;12332.5;2
20230309 073500;12334.75;12335;12334.75;12335;2
20230309 073600;12336;12336;12336;12336;1
20230309 073700;12337;12337;12334.5;12334.5;5
20230309 073800;12333.5;12334;12333.5;12334;2
20230309 073900;12334.25;12334.25;12334.25;12334.25;1
20230309 074000;12333.75;12333.75;12333;12333;2
20230309 074100;12335.5;12335.5;12335.5;12335.5;1
20230309 074200;12336;12336;12336;12336;1
20230309 074300;12334;12336;12334;12336;2
