20240912 040200;19538.25;19538.25;19537.25;19537.25;4
20240912 040300;19535.25;19535.25;19535.25;19535.25;1
20240912 040400;19536.5;19536.5;19536.5;19536.5;1
20240912 040600;19538.5;19538.5;19538.5;19538.5;1
20240912 041400;19541.25;19541.25;19541.25;19541.25;1
20240912 041600;19541;19541;19541;19541;1
20240912 041800;19538.25;19538.25;19538;19538;2
20240912 042000;19535.5;19536.25;19535;19536.25;3
20240912 042200;19535;19535;19535;19535;1
20240912 042300;19534;19534;19534;19534;1
20240912 042500;19540.25;19541.25;19540.25;19541.25;2
20240912 043100;19543.5;19543.5;19542.5;19542.5;3
20240912 043200;19544;19545.25;19542.5;19542.5;12
20240912 043300;19543.75;19543.75;19543.75;19543.75;4
20240912 043400;19543.5;19544;19542.25;19544;7
20240912 043500;19545.25;19549.25;19545.25;19548.25;6
20240912 043600;19547.75;19559;19547.5;19556.25;30
20240912 043700;19555.25;19555.25;19550.75;19554.5;16
20240912 043800;19553.25;19553.5;19553.25;19553.25;5
20240912 043900;19552.25;19552.25;19552.25;19552.25;1
20240912 044300;19554.25;19554.25;19553.75;19553.75;2
20240912 044400;19558.25;19558.25;19558.25;19558.25;1
20240912 044500;19558.75;19558.75;19558.75;19558.75;3
20240912 044600;19555;19555.25;19555;19555.25;2
20240912 044900;19557;19557;19555.5;19555.5;4
20240912 045100;19557.25;19557.25;19557.25;19557.25;1
20240912 045200;19555;19555;19555;19555;1
20240912 045300;19551.75;19551.75;19551;19551.5;5
20240912 045400;19547.5;19547.5;19547.5;19547.5;1
20240912 045500;19546.25;19546.25;19545.5;19545.5;4
20240912 045600;19546.5;19546.5;19546.25;19546.25;3
20240912 050100;19548.5;19548.5;19548.5;19548.5;1
20240912 050700;19544.25;19544.25;19543;19543;3
20240912 051000;19546;19546;19546;19546;2
20240912 051400;19544.5;19544.5;19544.5;19544.5;1
20240912 051900;19550;19550;19550;19550;1
20240912 052100;19553.75;19555;19553.75;19555;2
20240912 052200;19558;19558;19558;19558;1
20240912 052400;19556.5;19556.5;19556.5;19556.5;2
20240912 052500;19556.5;19556.5;19556.5;19556.5;1
20240912 052600;19559;19562.25;19558.5;19562.25;7
20240912 052700;19563.25;19563.25;19563.25;19563.25;1
20240912 052900;19561;19561;19561;19561;1
20240912 053200;19562.25;19562.25;19562.25;19562.25;1
20240912 053700;19548;19548;19548;19548;1
20240912 053800;19542.75;19542.75;19542.75;19542.75;1
20240912 053900;19541.5;19541.5;19538.25;19538.25;4
20240912 054000;19537.5;19537.5;19537.5;19537.5;1
20240912 054100;19544;19544;19544;19544;1
20240912 054500;19545.25;19546.25;19545.25;19546.25;4
20240912 054700;19542.25;19544.75;19542.25;19543.25;8
20240912 054800;19541.25;19542.5;19541.25;19542.5;2
20240912 054900;19541.25;19543.25;19541.25;19543.25;2
20240912 055000;19545;19552.5;19545;19552.5;5
20240912 055100;19554.25;19555.5;19554.25;19555.5;3
20240912 055200;19557.5;19558.5;19556.25;19556.25;3
20240912 055300;19557.25;19557.75;19557.25;19557.75;2
20240912 055400;19554.75;19554.75;19554.75;19554.75;1
20240912 055500;19554;19554;19554;19554;1
20240912 055600;19544.5;19547.5;19544.5;19547.5;2
20240912 055700;19544.5;19544.5;19544.5;19544.5;1
20240912 055800;19546.25;19546.25;19545.5;19545.5;2
20240912 055900;19549.25;19549.25;19547.25;19547.25;2
20240912 060000;19548.25;19550.25;19548.25;19550.25;2
20240912 060100;19551.25;19551.25;19551.25;19551.25;1
20240912 060200;19554.25;19554.25;19554.25;19554.25;1
20240912 060300;19553;19561.25;19553;19561.25;4
20240912 060400;19561;19561;19561;19561;3
20240912 060500;19561;19561;19561;19561;2
20240912 060600;19563;19568.5;19563;19568.5;7
20240912 060700;19571.75;19571.75;19571.75;19571.75;1
20240912 061000;19565.75;19565.75;19565.75;19565.75;1
20240912 061100;19573.25;19573.25;19572.75;19572.75;2
20240912 061200;19572.5;19575;19572.5;19574.75;9
20240912 061300;19573;19573;19567.25;19567.25;20
20240912 061400;19568.75;19569.75;19567.25;19569;6
20240912 061500;19568;19571.75;19568;19571.5;6
20240912 061600;19570.5;19570.5;19568;19568.25;6
20240912 061700;19567.5;19568;19567.5;19568;2
20240912 061800;19566.75;19567.25;19561.75;19563.25;16
20240912 061900;19562;19563.75;19562;19563.75;4
20240912 062000;19558.75;19558.75;19556;19556;4
20240912 062100;19555.5;19558.25;19555;19557;14
20240912 062200;19554.25;19555.5;19552.25;19552.25;7
20240912 062300;19549.25;19551.75;19548.5;19548.5;4
20240912 062400;19547.75;19551.25;19547.75;19550;8
20240912 062500;19550.75;19553.75;19549.75;19553.75;15
20240912 062600;19552;19552;19552;19552;1
20240912 062700;19549.25;19549.25;19548.5;19549.25;3
20240912 062800;19549.5;19549.5;19547.5;19547.5;2
20240912 062900;19550.75;19550.75;19545.25;19546.5;9
20240912 063000;19548.5;19549.25;19546.5;19549.25;14
20240912 063200;19555;19555;19553;19553;3
20240912 063300;19552.75;19554.25;19552.75;19554.25;5
20240912 063400;19553.25;19553.25;19553.25;19553.25;2
20240912 063500;19552.75;19552.75;19552.75;19552.75;1
20240912 063600;19549.25;19550.5;19549.25;19550.5;3
20240912 063700;19546.25;19549.5;19546.25;19549.5;4
20240912 063800;19548.75;19550;19548;19548;7
20240912 063900;19550;19550;19550;19550;1
20240912 064000;19550;19556;19550;19555.5;13
20240912 064100;19554;19554;19548.5;19551.25;5
20240912 064200;19550;19551;19550;19551;4
20240912 064300;19551.25;19551.25;19551.25;19551.25;1
20240912 064500;19549;19549;19549;19549;1
20240912 064600;19547.25;19547.5;19544.5;19545;7
20240912 064700;19544;19544;19538.5;19540;8
20240912 064800;19542.75;19544.25;19542.75;19544.25;11
20240912 064900;19546.25;19547.5;19546.25;19547.5;9
20240912 065000;19546.75;19550;19545.5;19545.5;15
20240912 065100;19545;19545;19545;19545;1
20240912 065200;19545.25;19551.25;19544.75;19551.25;4
20240912 065300;19552;19553;19552;19552.75;3
20240912 065400;19554.5;19560.5;19554.5;19556.25;16
20240912 065500;19558.25;19558.25;19551.75;19551.75;2
20240912 065600;19548;19549.5;19547;19549.5;8
20240912 065700;19547.5;19547.5;19542.5;19543.25;12
20240912 065800;19543;19543;19535.75;19539;19
20240912 065900;19538.25;19540.25;19536.75;19540.25;6
20240912 070000;19539;19539.5;19538.75;19539.25;6
20240912 070100;19540.75;19540.75;19539.5;19540.75;5
20240912 070200;19542.25;19543.75;19538.5;19541.75;13
20240912 070300;19544;19545.5;19544;19545.5;3
20240912 070400;19548.5;19554.75;19546.25;19553.5;14
20240912 070500;19547.5;19547.5;19547.5;19547.5;1
20240912 070600;19553;19553;19547.5;19547.5;6
20240912 070700;19542.5;19543.5;19536.75;19537.5;34
20240912 070800;19539.75;19546.25;19539.75;19539.75;15
20240912 070900;19540.75;19541.25;19537.5;19539.75;15
20240912 071000;19539.75;19543;19538.5;19542;8
20240912 071100;19539.25;19541.75;19538.75;19541.75;5
20240912 071200;19539.5;19541.25;19538;19541.25;9
20240912 071400;19547.5;19551.75;19547.5;19551.25;8
20240912 071500;19553.75;19554.5;19551.5;19554.25;7
20240912 071600;19547.25;19549.75;19546.25;19547.5;8
20240912 071700;19546.25;19546.25;19542;19543.25;6
20240912 071800;19543.25;19546;19541.75;19543.25;9
20240912 071900;19545.25;19545.5;19541;19541;14
20240912 072000;19537.75;19537.75;19523.75;19523.75;24
20240912 072100;19525.75;19537.25;19525.75;19537.25;21
20240912 072200;19532.5;19537;19532.25;19537;9
20240912 072300;19538;19550;19537.75;19545.5;22
20240912 072400;19543.5;19547;19538.5;19538.5;25
20240912 072500;19538.25;19538.25;19529.5;19530.5;19
20240912 072600;19533.75;19543.25;19533.75;19541.75;18
20240912 072700;19542;19550;19542;19548.25;14
20240912 072800;19549;19564;19549;19559.25;45
20240912 072900;19560.25;19575.25;19560.25;19572.5;33
20240912 073000;19573.25;19575.25;19568.25;19570.5;16
20240912 073100;19567.25;19572.75;19565;19568;19
20240912 073200;19565;19565;19560;19560;20
20240912 073300;19561.25;19562.5;19543;19543;30
20240912 073400;19544.25;19548.75;19539.5;19547.5;25
20240912 073500;19549.75;19555.25;19549.75;19553;14
20240912 073600;19551.25;19556;19545.5;19549.75;64
20240912 073700;19553.75;19556;19545;19548;24
20240912 073800;19547.25;19547.25;19535.75;19541.25;32
20240912 073900;19541.75;19546.5;19537;19543;46
20240912 074000;19541.75;19550;19541.75;19545.5;15
20240912 074100;19545.25;19548.5;19537.5;19548.5;18
20240912 074200;19547.5;19549;19538.5;19540.25;43
20240912 074300;19539.25;19541.5;19535;19540;38
20240912 074400;19538.75;19542;19535.25;19541.5;43
20240912 074500;19540;19542;19536;19537;17
20240912 074600;19535.75;19536;19523.25;19525.5;38
20240912 074700;19523;19532.75;19521;19532.75;46
20240912 074800;19534.25;19538;19534;19538;6
20240912 074900;19536;19539.75;19536;19539;8
20240912 075000;19532;19532;19530.5;19531.25;5
20240912 075100;19526.25;19530.25;19524.75;19528.25;13
20240912 075200;19526.25;19528.75;19526.25;19526.75;6
20240912 075300;19529.75;19535.75;19527.25;19534;19
20240912 075400;19535.5;19536;19530.75;19531.75;8
20240912 075500;19531.5;19531.5;19518.75;19525.25;66
20240912 075600;19525;19525.75;19521;19524.5;14
20240912 075700;19525.5;19526.25;19518.75;19519;76
20240912 075800;19519.5;19519.5;19506;19513.25;75
20240912 075900;19514.5;19517.25;19504.25;19508.25;99
20240912 080000;19510.75;19516.25;19510;19516.25;22
20240912 080100;19514.5;19515;19496.25;19497;59
20240912 080200;19496;19512;19496;19506.25;27
20240912 080300;19505;19506.75;19503;19505;11
20240912 080400;19500;19503.5;19498.25;19500.5;7
